CreatedDate,ProfileNo,OrganizationIdentificationID,Department Name,OrganizationActivityText,ReportingOfficerIdentificationID,InterventionIdentificationID,IdentificationCategoryDescriptionText,InterventionDate,Month,SubjectRaceCode,SubjectEthnicityCode,SubjectSexCode,SubjectAge,ResidentIndicator,TownRecidentIndicator,InterventionLocationName,InterventionLocationDescriptionText,InterventionLocationLatitude,InterventionLocationLongitude,InterventionReasonCode,InterventionTechniqueCode,InterventionDurationCode,TowedIndicator,StatuteCodeIdentificationID,StatutatoryCitationPostStop,VehicleSearchedIndicator,SearchAuthorizationCode,ContrabandIndicator,CustodialArrestIndicator,InterventionDispositionCode,InterventionDispositionDate,InterventionDispositionReasonText,IsStatuteCodeValid,IsStatutatoryCitationValid,IsaTest,RecordCount,SourceId,SourceReferenceId,InterventionDateTime,InterventionTime,filenumber,StatutatoryCitation,Road Type,ReasonForStop,Year,ReasonforStop
5/16/24 16:33,6889187.0,CT0011300,Portland,Racial Profile,2000009,2400019136,Incident ID,"Sunday, April 14, 2024",April,W,N,M,17,True,False,PORTLAND,rt. 66,  ,  ,V,G,1.0,0,14-218a*,,False,N,False,False,V,,,,,False,1.0,CT0011300,133603652318888243,4/14/24 0:30,12:30:04 AM,2024,14-218a*,,,2024,Speed Related
6/16/24 16:32,6938676.0,CT0011300,Portland,Racial Profile,2000009,2400026018,Incident ID,"Tuesday, May 21, 2024",May,W,N,M,23,True,False,PORTLAND,rt. 66,  ,  ,E,G,1.0,0,14-96a(a),,False,N,False,False,V,,,,,False,1.0,CT0011300,133630435200574365,5/21/24 23:49,11:49:36 PM,2024,14-96a(a),,,2024,Defective Lights
7/16/24 16:31,6977105.0,CT0011300,Portland,Racial Profile,2000009,2400032006,Incident ID,"Friday, June 21, 2024",June,W,N,M,18,True,False,PORTLAND,rt. 66,  ,  ,V,G,1.0,0,14-218a,,False,N,False,False,V,,,,,False,1.0,CT0011300,133656354846601533,6/21/24 23:28,11:28:38 PM,2024,14-218a,,,2024,Speed Related
8/16/24 16:34,7011496.0,CT0011300,Portland,Racial Profile,2000009,2400033914,Incident ID,"Tuesday, July 2, 2024",July,W,N,M,19,True,False,PORTLAND,Rt. 66,  ,  ,E,G,1.0,0,14-96b,,False,N,False,False,V,,,,,False,1.0,CT0011300,133683140927839832,7/2/24 23:37,11:37:23 PM,2024,14-96b,,,2024,Defective Lights
8/16/24 16:34,7011497.0,CT0011300,Portland,Racial Profile,2000009,2400035231,Incident ID,"Tuesday, July 9, 2024",July,W,N,F,28,True,False,PORTLAND,Rt. 66,  ,  ,E,G,1.0,0,14-96b,,False,N,False,False,V,,,,,False,1.0,CT0011300,133683140927839832,7/9/24 23:59,11:59:04 PM,2024,14-96b,,,2024,Defective Lights
8/16/24 16:34,7011498.0,CT0011300,Portland,Racial Profile,2000009,2400036248,Incident ID,"Monday, July 15, 2024",July,W,N,M,65,True,False,PORTLAND,Rt. 66,  ,  ,E,G,1.0,0,14-96b,,False,N,False,False,V,,,,,False,1.0,CT0011300,133683140927839832,7/15/24 23:48,11:48:02 PM,2024,14-96b,,,2024,Defective Lights
8/16/24 16:34,7011501.0,CT0011300,Portland,Racial Profile,2000009,2400036602,Incident ID,"Thursday, July 18, 2024",July,W,H,M,23,True,False,PORTLAND,rt. 66,  ,  ,V,G,1.0,0,14-218a,,False,N,False,False,V,,,,,False,1.0,CT0011300,133683140927839832,7/18/24 0:24,12:24:47 AM,2024,14-218a,,,2024,Speed Related
8/16/24 16:34,7011502.0,CT0011300,Portland,Racial Profile,2000009,2400037383,Incident ID,"Monday, July 22, 2024",July,W,N,M,43,True,False,PORTLAND,Rt. 66,  ,  ,E,G,1.0,0,14-96a(a),,False,N,False,False,W,,,,,False,1.0,CT0011300,133683140927839832,7/22/24 23:28,11:28:15 PM,2024,14-12(a),,,2024,Defective Lights
8/16/24 16:34,7011504.0,CT0011300,Portland,Racial Profile,2000009,2400037574,Incident ID,"Tuesday, July 23, 2024",July,W,N,M,34,True,False,PORTLAND,Rt. 66,  ,  ,V,G,2.0,0,14-218a,,False,N,False,False,V,,,,,False,1.0,CT0011300,133683140927839832,7/23/24 23:58,11:58:37 PM,2024,14-218a,,,2024,Speed Related
8/16/24 16:34,7011505.0,CT0011300,Portland,Racial Profile,2000009,2400037578,Incident ID,"Wednesday, July 24, 2024",July,W,N,M,24,True,False,PORTLAND,Rt. 66,  ,  ,V,G,1.0,0,14-218(a),,False,N,False,False,V,,,,,False,1.0,CT0011300,133683140927839832,7/24/24 0:12,12:12:05 AM,2024,14-218a,,,2024,Speed Related
