CreatedDate,ProfileNo,OrganizationIdentificationID,Department Name,OrganizationActivityText,ReportingOfficerIdentificationID,InterventionIdentificationID,IdentificationCategoryDescriptionText,InterventionDate,Month,SubjectRaceCode,SubjectEthnicityCode,SubjectSexCode,SubjectAge,ResidentIndicator,TownRecidentIndicator,InterventionLocationName,InterventionLocationDescriptionText,InterventionLocationLatitude,InterventionLocationLongitude,InterventionReasonCode,InterventionTechniqueCode,InterventionDurationCode,TowedIndicator,StatuteCodeIdentificationID,StatutatoryCitationPostStop,VehicleSearchedIndicator,SearchAuthorizationCode,ContrabandIndicator,CustodialArrestIndicator,InterventionDispositionCode,InterventionDispositionDate,InterventionDispositionReasonText,IsStatuteCodeValid,IsStatutatoryCitationValid,IsaTest,RecordCount,SourceId,SourceReferenceId,InterventionDateTime,InterventionTime,filenumber,StatutatoryCitation,Road Type,ReasonForStop,Year,ReasonforStop
2/15/24 7:55,6784764.0,CT0008300,Middletown,Racial Profile,1000191,2400001498,Incident ID,"Tuesday, January 9, 2024",January,B,N,M,30,True,True,MIDDLETOWN,WASHINGTON ST/ PEARL ST,  ,  ,V,G,2.0,0,14-213b,,False,N,False,False,V,,,,,False,1.0,CT0008300,133524753351349909,1/9/24 3:28,3:28:26 AM,2024,,,,2024,Administrative Offense
6/15/24 7:55,6927240.0,CT0008300,Middletown,Racial Profile,1000191,2400023731,Incident ID,"Thursday, May 9, 2024",May,B,N,F,74,True,True,MIDDLETOWN,WEST ST./WADSWORTH ST,  ,  ,V,G,1.0,0,14-301,,False,N,False,False,V,,,,,False,1.0,CT0008300,133629261420519148,5/9/24 10:36,10:36:31 AM,2024,,,,2024,Stop Sign
6/15/24 7:55,6927241.0,CT0008300,Middletown,Racial Profile,1000191,2400027967,Incident ID,"Friday, May 31, 2024",May,W,N,M,62,True,True,MIDDLETOWN,130 MAIN ST EXT,  ,  ,E,G,1.0,0,14-213b,,False,N,False,False,V,,,,,False,1.0,CT0008300,133629261420519148,5/31/24 6:59,6:59:36 AM,2024,,,,2024,Administrative Offense
8/15/24 7:57,6999744.0,CT0008300,Middletown,Racial Profile,1000191,2400038260,Incident ID,"Saturday, July 27, 2024",July,W,N,M,41,True,True,MIDDLETOWN,BROAD ST,  ,  ,E,G,1.0,0,14-12(a)*,,False,N,False,False,I,,,,,False,1.0,CT0008300,133681966293123629,7/27/24 13:16,1:16:07 PM,2024,,,,2024,Registration
10/15/24 7:59,7070581.0,CT0008300,Middletown,Racial Profile,1000191,2400047511,Incident ID,"Thursday, September 5, 2024",September,W,N,M,36,True,False,MIDDLETOWN,COE AVE/SAYBROOK RD,  ,  ,E,G,1.0,0,14-18(c),,False,N,False,False,V,,,,,False,1.0,CT0008300,133734671627547434,9/5/24 12:52,12:52:44 PM,2024,,,,2024,Display of Plates
10/15/24 7:59,7070584.0,CT0008300,Middletown,Racial Profile,1000191,2400050583,Incident ID,"Wednesday, September 18, 2024",September,W,H,F,48,True,False,MIDDLETOWN,MIDDLE ST./BOARDMAN LN,  ,  ,V,G,1.0,0,14-301,,False,N,False,False,W,,,,,False,1.0,CT0008300,133734671627547434,9/18/24 6:59,6:59:18 AM,2024,,,,2024,Stop Sign
3/15/24 7:57,6823294.0,CT0008300,Middletown,Racial Profile,1000192,2400007836,Incident ID,"Wednesday, February 14, 2024",February,W,N,M,54,False,False,MIDDLETOWN,Washington/ Old Mill,  ,  ,V,G,1.0,0,14-301,,False,N,False,False,W,,,,,False,1.0,CT0008300,133549774725501137,2/14/24 17:59,5:59:33 PM,2024,,,,2024,Stop Sign
5/15/24 7:55,6876234.0,CT0008300,Middletown,Racial Profile,1000192,2400016794,Incident ID,"Monday, April 1, 2024",April,W,N,F,32,True,True,MIDDLETOWN,437 Middle Street,  ,  ,V,G,1.0,0,14-301,,False,N,False,False,V,,,,,False,1.0,CT0008300,133602477374827724,4/1/24 19:38,7:38:40 PM,2024,,,,2024,Stop Sign
5/15/24 7:55,6876241.0,CT0008300,Middletown,Racial Profile,1000192,2400020896,Incident ID,"Wednesday, April 24, 2024",April,W,N,F,25,True,True,MIDDLETOWN,Westlake/ meadow,  ,  ,I,G,1.0,0,14-12(a)(2),,False,N,False,False,W,,,,,False,1.0,CT0008300,133602477374827724,4/24/24 21:30,9:30:52 PM,2024,,,,2024,Registration
6/15/24 7:55,6927242.0,CT0008300,Middletown,Racial Profile,1000192,2400023333,Incident ID,"Tuesday, May 7, 2024",May,W,N,M,66,True,True,MIDDLETOWN,138 Middle Street,  ,  ,V,G,1.0,0,14-301,,False,N,False,False,V,,,,,False,1.0,CT0008300,133629261420519148,5/7/24 19:16,7:16:54 PM,2024,,,,2024,Stop Sign
